,company name,location,datum,detail,status rocket,rocket,status mission,dates,times,country,launch_location,long,lat
1899,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1989-02-26 15:36:00+00:00,Cosmos-3M (11K65M) | Cosmos 1992,StatusRetired,450.0 ,Success,1989-02-26,15:36:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1900,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1989-02-22 03:28:00+00:00,Cosmos-3M (11K65M) | Cosmos 2004,StatusRetired,450.0 ,Success,1989-02-22,03:28:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1901,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1989-02-21 23:30:00+00:00,Mu-III S2 | Akebono,StatusRetired,450.0 ,Success,1989-02-21,23:30:00,Japan,"Uchinoura Space Center, Japan",131.0761271,31.2512669
1902,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1989-02-15 11:00:00+00:00,Molniya-M /Block ML | Molniya-1 n†­137,StatusRetired,450.0 ,Success,1989-02-15,11:00:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1903,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1989-02-14 00:00:00+00:00,Cosmos-3M (11K65M) | Cosmos 2002,StatusRetired,450.0 ,Success,1989-02-14,00:00:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1904,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1989-02-14 18:30:00+00:00,Delta II 6925 | NAVSTAR II-1 (USA 35),StatusRetired,450.0 ,Success,1989-02-14,18:30:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1905,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1989-02-14 04:21:00+00:00,Molniya-M /Block 2BL | Cosmos 2001,StatusRetired,450.0 ,Success,1989-02-14,04:21:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1906,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1989-02-10 15:13:00+00:00,Tsyklon-3 | Cosmos 1994 to 1999,StatusRetired,450.0 ,Success,1989-02-10,15:13:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1907,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1989-01-27 01:21:00+00:00,Ariane 2 | Intelsat-5A 15,StatusRetired,450.0 ,Success,1989-01-27,01:21:00,France," French Guiana, France",-53.125782,3.933889
1908,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1988-12-28 05:27:00+00:00,Molniya-M /Block ML | Molniya-1 n†­136,StatusRetired,450.0 ,Success,1988-12-28,05:27:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1909,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1988-12-23 00:00:00+00:00,Tsyklon-3 | Cosmos 1985,StatusRetired,450.0 ,Success,1988-12-23,00:00:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1910,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1988-12-22 14:15:00+00:00,Molniya-M /Block ML | Molniya-3 n†­135,StatusRetired,450.0 ,Success,1988-12-22,14:15:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1911,CASC,"LC-3, Xichang Satellite Launch Center, China",1988-12-22 12:40:00+00:00,Long March 3 | DFH-2A-T3,StatusRetired,450.0 ,Success,1988-12-22,12:40:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
1912,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1988-12-11 00:33:00+00:00,"Ariane 44LP | Skynet 4B, Astra 1A",StatusRetired,450.0 ,Success,1988-12-11,00:33:00,France," French Guiana, France",-53.125782,3.933889
1913,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1988-12-02 14:30:00+00:00,Space Shuttle Atlantis | STS-27R,StatusRetired,450.0 ,Success,1988-12-02,14:30:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
1914,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1988-11-23 14:50:00+00:00,Zenit-2 | Cosmos 1980,StatusRetired,450.0 ,Success,1988-11-23,14:50:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1915,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1988-11-18 00:12:00+00:00,Tsyklon-2 | Cosmos 1979,StatusRetired,450.0 ,Success,1988-11-18,00:12:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1916,RVSN USSR,"Site 110/37, Baikonur Cosmodrome, Kazakhstan",1988-11-15 03:00:00+00:00,Energiya/Buran | Buran,StatusRetired,"5,000.0 ",Success,1988-11-15,03:00:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1917,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1988-11-06 18:03:00+00:00,Titan 34D | USA-33 (KH-11),StatusRetired,450.0 ,Success,1988-11-06,18:03:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1918,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1988-10-28 02:17:00+00:00,Ariane 2 | TDF-1,StatusRetired,450.0 ,Success,1988-10-28,02:17:00,France," French Guiana, France",-53.125782,3.933889
1919,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1988-10-25 18:02:00+00:00,Molniya-M /Block 2BL | Cosmos 1977,StatusRetired,450.0 ,Success,1988-10-25,18:02:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1920,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1988-10-11 08:01:00+00:00,Tsyklon-3 | Cosmos 1975,StatusRetired,450.0 ,Success,1988-10-11,08:01:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1921,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1988-10-03 22:23:00+00:00,Molniya-M /Block 2BL | Cosmos 1974,StatusRetired,450.0 ,Success,1988-10-03,22:23:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1922,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1988-09-29 15:37:00+00:00,Space Shuttle Discovery | STS-26R,StatusRetired,450.0 ,Success,1988-09-29,15:37:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
1923,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1988-09-29 09:07:00+00:00,Molniya-M /Block ML | Molniya-3 n†­134,StatusRetired,450.0 ,Success,1988-09-29,09:07:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1924,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1988-09-24 10:02:00+00:00,Atlas-E/F Star-37S-ISS | NOAA-H,StatusRetired,450.0 ,Success,1988-09-24,10:02:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1925,IAI,"Pad 1, Palmachim Airbase, Israel",1988-09-19 00:00:00+00:00,Shavit | Ofek-1,StatusRetired,450.0 ,Success,1988-09-19,00:00:00,Israel," Palmachim Airbase, Israel",34.7136094,31.9258249
1926,MHI,"LA-Y1, Tanegashima Space Center, Japan",1988-09-16 09:59:00+00:00,H-I UM-129A (9SO) | Sakura 3B,StatusRetired,450.0 ,Success,1988-09-16,09:59:00,Japan,"Tanegashima Space Center, Japan",130.9576461,30.374865
1927,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1988-09-08 23:00:00+00:00,"Ariane 3 | GStar 5, SBS 5",StatusRetired,450.0 ,Success,1988-09-08,23:00:00,France," French Guiana, France",-53.125782,3.933889
1928,CASC,"Taiyuan Satellite Launch Center, China",1988-09-06 20:30:00+00:00,Long March 4A | Fengyun 1A,StatusRetired,450.0 ,Success,1988-09-06,20:30:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
1929,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1988-09-05 09:25:00+00:00,Titan II(23)G | USA-32,StatusRetired,35.0 ,Success,1988-09-05,09:25:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1930,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1988-09-02 12:05:00+00:00,Titan 34D | USA-31 (Vortex),StatusRetired,450.0 ,Partial Failure,1988-09-02,12:05:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1931,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",1988-08-30 14:14:00+00:00,Molniya-M /Block 2BL | Cosmos 1966,StatusRetired,450.0 ,Success,1988-08-30,14:14:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1932,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1988-08-05 07:29:00+00:00,Long March 2C | FSW-1 No.2,StatusActive,30.8 ,Success,1988-08-05,07:29:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
1933,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1988-07-31 09:18:00+00:00,ASLV | SROSS-B,StatusRetired,450.0 ,Failure,1988-07-31,09:18:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
1934,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1988-07-28 11:20:00+00:00,Cosmos-3M (11K65M) | Cosmos 1960,StatusRetired,450.0 ,Success,1988-07-28,11:20:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1935,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1988-07-26 05:01:00+00:00,Tsyklon-3 | Meteor-3 n†­2,StatusRetired,450.0 ,Success,1988-07-26,05:01:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1936,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1988-07-21 23:12:00+00:00,"Ariane 3 | Insat 1C, Eutelsat-1 F5",StatusRetired,450.0 ,Success,1988-07-21,23:12:00,France," French Guiana, France",-53.125782,3.933889
1937,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1988-07-18 22:28:00+00:00,Cosmos-3M (11K65M) | Cosmos 1959,StatusRetired,450.0 ,Success,1988-07-18,22:28:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1938,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1988-07-14 11:40:00+00:00,Cosmos-3M (11K65M) | Cosmos 1958,StatusRetired,450.0 ,Success,1988-07-14,11:40:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1939,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1988-07-05 09:45:00+00:00,Tsyklon-3 | Okean 1,StatusRetired,450.0 ,Success,1988-07-05,09:45:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1940,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1988-06-22 00:00:00+00:00,Cosmos-3MRB (65MRB) | BOR-5 Shuttle,StatusRetired,450.0 ,Success,1988-06-22,00:00:00,Russia," Kapustin Yar, Russia",45.76617539999999,48.5752669
1941,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1988-06-21 16:26:00+00:00,Cosmos-3M (11K65M) | Cosmos 1954,StatusRetired,450.0 ,Success,1988-06-21,16:26:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1942,ESA,"ELA-2, Guiana Space Centre, French Guiana, France",1988-06-15 11:19:00+00:00,"Ariane 44LP | Meteosat 3, Panamsat-1, Oscar 13",StatusRetired,450.0 ,Success,1988-06-15,11:19:00,France," French Guiana, France",-53.125782,3.933889
1943,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1988-06-14 03:17:00+00:00,Tsyklon-3 | Cosmos 1953,StatusRetired,450.0 ,Success,1988-06-14,03:17:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1944,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1988-06-01 07:40:00+00:00,Tsyklon-3 | Cosmos 1908,StatusRetired,450.0 ,Success,1988-06-01,07:40:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1945,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1988-05-30 07:59:00+00:00,Tsyklon-3 | Cosmos 1950,StatusRetired,450.0 ,Success,1988-05-30,07:59:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1946,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1988-05-28 02:49:00+00:00,Tsyklon-2 | Cosmos 1949,StatusRetired,450.0 ,Success,1988-05-28,02:49:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1947,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1988-05-26 15:27:00+00:00,Molniya-M /Block ML | Molniya-3 n†­132,StatusRetired,450.0 ,Success,1988-05-26,15:27:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1948,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1988-05-17 23:58:00+00:00,Ariane 2 | Intelsat 3AF13,StatusRetired,450.0 ,Success,1988-05-17,23:58:00,France," French Guiana, France",-53.125782,3.933889
1949,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1988-05-15 09:20:00+00:00,Zenit-2 | Cosmos 1943,StatusRetired,450.0 ,Success,1988-05-15,09:20:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1950,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1988-04-20 05:48:00+00:00,Vostok-2M | Cosmos 1939,StatusRetired,450.0 ,Success,1988-04-20,05:48:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1951,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1988-04-05 14:31:00+00:00,Cosmos-3M (11K65M) | Cosmos 1937,StatusRetired,450.0 ,Success,1988-04-05,14:31:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1952,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1988-03-25 19:50:00+00:00,Scout G1 | San Marco 5,StatusRetired,450.0 ,Success,1988-03-25,19:50:00,Kenya,"San Marco Launch Platform, Kenya",-95.089998,29.5593451
1953,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1988-03-22 14:07:00+00:00,Cosmos-3M (11K65M) | Cosmos 1934,StatusRetired,450.0 ,Success,1988-03-22,14:07:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1954,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1988-03-17 20:55:00+00:00,Molniya-M /Block ML | Molniya-1 n†­131,StatusRetired,450.0 ,Success,1988-03-17,20:55:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1955,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1988-03-17 06:43:00+00:00,Vostok-2M | IRS-1A,StatusRetired,450.0 ,Success,1988-03-17,06:43:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1956,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1988-03-15 18:49:00+00:00,Tsyklon-3 | Cosmos 1933,StatusRetired,450.0 ,Success,1988-03-15,18:49:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1957,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1988-03-14 14:21:00+00:00,Tsyklon-2 | Cosmos 1932,StatusRetired,450.0 ,Success,1988-03-14,14:21:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1958,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1988-03-11 23:28:00+00:00,"Ariane 3 | Spacenet 3R, Telecom 1C",StatusRetired,450.0 ,Success,1988-03-11,23:28:00,France," French Guiana, France",-53.125782,3.933889
1959,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1988-03-11 06:38:00+00:00,Molniya-M /Block ML | Molniya-1 n†­130,StatusRetired,450.0 ,Success,1988-03-11,06:38:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1960,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1988-03-11 00:18:00+00:00,Cosmos-3M (11K65M) | Cosmos 1924 to 1931,StatusRetired,450.0 ,Success,1988-03-11,00:18:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1961,CASC,"LC-3, Xichang Satellite Launch Center, China",1988-03-07 12:41:00+00:00,Long March 3 | DFH-2A-T2,StatusRetired,450.0 ,Success,1988-03-07,12:41:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
1962,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1988-02-26 09:31:00+00:00,Molniya-M /Block 2BL | Cosmos 1922,StatusRetired,450.0 ,Success,1988-02-26,09:31:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1963,MHI,"LA-Y1, Tanegashima Space Center, Japan",1988-02-19 10:05:00+00:00,H-I UM-129A (9SO) | Sakura 3A,StatusRetired,450.0 ,Success,1988-02-19,10:05:00,Japan,"Tanegashima Space Center, Japan",130.9576461,30.374865
1964,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1988-02-03 05:53:00+00:00,Atlas-E/F Star-37S-ISS | DMSP 5D-2/F9,StatusRetired,450.0 ,Success,1988-02-03,05:53:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1965,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1988-01-30 10:59:00+00:00,Tsyklon-3 | Meteor-2 n†­17,StatusRetired,450.0 ,Success,1988-01-30,10:59:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1966,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1988-01-15 03:49:00+00:00,Tsyklon-3 | Cosmos 1909 to 1914,StatusRetired,450.0 ,Success,1988-01-15,03:49:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1967,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1987-12-23 20:22:00+00:00,Cosmos-3M (11K65M) | Cosmos 1904,StatusRetired,450.0 ,Success,1987-12-23,20:22:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1968,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1987-12-21 22:35:00+00:00,Molniya-M /Block 2BL | Cosmos 1903,StatusRetired,450.0 ,Success,1987-12-21,22:35:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1969,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1987-12-20 00:00:00+00:00,Cosmos-3MRB (65MRB) | BOR-4 Shuttle,StatusRetired,450.0 ,Success,1987-12-20,00:00:00,Russia," Kapustin Yar, Russia",45.76617539999999,48.5752669
1970,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1987-12-15 13:30:00+00:00,Cosmos-3M (11K65M) | Cosmos 1902,StatusRetired,450.0 ,Success,1987-12-15,13:30:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1971,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1987-12-12 05:40:00+00:00,Tsyklon-2 | Cosmos 1900,StatusRetired,450.0 ,Success,1987-12-12,05:40:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1972,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1987-12-01 14:15:00+00:00,Cosmos-3M (11K65M) | Cosmos 1898,StatusRetired,450.0 ,Success,1987-12-01,14:15:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1973,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1987-11-29 03:27:00+00:00,Titan 34D | DSP-13,StatusRetired,450.0 ,Success,1987-11-29,03:27:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1974,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1987-11-21 02:19:00+00:00,Ariane 2 | TVSAT-1,StatusRetired,450.0 ,Success,1987-11-21,02:19:00,France," French Guiana, France",-53.125782,3.933889
1975,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1987-10-26 21:32:00+00:00,Titan 34D | USA-27 (KH-11),StatusRetired,450.0 ,Success,1987-10-26,21:32:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1976,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1987-10-20 09:08:00+00:00,Tsyklon-3 | Cosmos 1892,StatusRetired,450.0 ,Success,1987-10-20,09:08:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1977,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1987-10-14 12:35:00+00:00,Cosmos-3M (11K65M) | Cosmos 1891,StatusRetired,450.0 ,Success,1987-10-14,12:35:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1978,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1987-10-10 21:48:00+00:00,Tsyklon-2 | Cosmos 1890,StatusRetired,450.0 ,Success,1987-10-10,21:48:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1979,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1987-09-16 00:45:00+00:00,"Ariane 3 | Aussat-A3, Eutelsat 1-F4",StatusRetired,450.0 ,Success,1987-09-16,00:45:00,France," French Guiana, France",-53.125782,3.933889
1980,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1987-09-09 07:15:00+00:00,Long March 2C | FSW-1 No.1,StatusActive,30.8 ,Success,1987-09-09,07:15:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
1981,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1987-09-07 23:50:00+00:00,Tsyklon-3 | Cosmos 1875 to 1880,StatusRetired,450.0 ,Success,1987-09-07,23:50:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1982,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1987-08-28 08:20:00+00:00,Zenit-2 | Cosmos 1873,StatusRetired,450.0 ,Success,1987-08-28,08:20:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1983,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1987-08-27 00:00:00+00:00,Cosmos-3MRB (65MRB) | BOR-5 Shuttle,StatusRetired,450.0 ,Success,1987-08-27,00:00:00,Russia," Kapustin Yar, Russia",45.76617539999999,48.5752669
1984,MHI,"LA-Y1, Tanegashima Space Center, Japan",1987-08-27 09:20:00+00:00,H-I UM-129A (9SO) | Kiku 5,StatusRetired,450.0 ,Success,1987-08-27,09:20:00,Japan,"Tanegashima Space Center, Japan",130.9576461,30.374865
1985,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1987-08-18 02:26:00+00:00,Tsyklon-3 | Meteor-2 n†­16,StatusRetired,450.0 ,Success,1987-08-18,02:26:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1986,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1987-08-05 06:39:00+00:00,Long March 2C | FSW-0 No.9,StatusActive,30.8 ,Success,1987-08-05,06:39:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
1987,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1987-08-01 03:59:00+00:00,Zenit-2 | Cosmos 1871,StatusRetired,450.0 ,Success,1987-08-01,03:59:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1988,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1987-07-16 04:25:00+00:00,Tsyklon-3 | Cosmos 1869,StatusRetired,450.0 ,Success,1987-07-16,04:25:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1989,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1987-07-14 14:00:00+00:00,Cosmos-3M (11K65M) | Cosmos 1868,StatusRetired,450.0 ,Success,1987-07-14,14:00:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1990,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1987-07-10 15:35:00+00:00,Tsyklon-2 | Cosmos 1867,StatusRetired,450.0 ,Success,1987-07-10,15:35:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1991,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1987-07-06 21:59:00+00:00,Cosmos-3M (11K65M) | Cosmos 1864,StatusRetired,450.0 ,Success,1987-07-06,21:59:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1992,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1987-07-01 19:35:00+00:00,Tsyklon-3 | Cosmos 1862,StatusRetired,450.0 ,Success,1987-07-01,19:35:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1993,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1987-06-23 07:37:00+00:00,Cosmos-3M (11K65M) | Cosmos 1861,StatusRetired,450.0 ,Success,1987-06-23,07:37:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1994,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1987-06-20 02:34:00+00:00,Atlas-E/F Star-37S-ISS | DMSP 5D-2/F8,StatusRetired,450.0 ,Success,1987-06-20,02:34:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1995,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1987-06-18 21:33:00+00:00,Tsyklon-2 | Cosmos 1860,StatusRetired,450.0 ,Success,1987-06-18,21:33:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1996,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1987-06-16 17:51:00+00:00,Cosmos-3M (11K65M) | Cosmos 1852 to 1859,StatusRetired,450.0 ,Success,1987-06-16,17:51:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1997,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1987-06-12 07:40:00+00:00,Molniya-M /Block 2BL | Cosmos 1851,StatusRetired,450.0 ,Success,1987-06-12,07:40:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1998,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1987-06-09 14:45:00+00:00,Cosmos-3M (11K65M) | Cosmos 1850,StatusRetired,450.0 ,Success,1987-06-09,14:45:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1999,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",1987-06-04 18:50:00+00:00,Molniya-M /Block 2BL | Cosmos 1849,StatusRetired,450.0 ,Success,1987-06-04,18:50:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
